0,-200.000000,-200.000000,-200.000000,-37.000000,-51.000000,-36.000000,-50.000000,-48.000000,-32.000000,-47.000000,-52.000000,-46.550000,-37.650000,-17.000000,-19.500000,-16.800000,-19.450000,-19.650000,-17.300000,-19.400000
1,-200.000000,-200.000000,-200.000000,-51.000000,-51.000000,-61.000000,-50.000000,-48.000000,-76.000000,-47.000000,-86.500000,-79.700000,-56.150000,-24.350000,-22.600000,-25.250000,-23.000000,-25.300000,-25.200000,-20.150000
2,-200.000000,-200.000000,-200.000000,-51.000000,-64.000000,-61.000000,-50.000000,-51.000000,-76.000000,-47.000000,-114.800000,-105.900000,-80.750000,-28.450000,-29.250000,-31.850000,-27.450000,-32.550000,-29.100000,-23.250000
3,-200.000000,-200.000000,-200.000000,-52.000000,-64.000000,-61.000000,-50.000000,-51.000000,-82.000000,-66.000000,-170.650000,-144.800000,-112.050000,-34.550000,-36.200000,-34.800000,-30.700000,-36.600000,-38.050000,-28.400000
4,-200.000000,-200.000000,-200.000000,-60.000000,-65.000000,-61.000000,-50.000000,-62.000000,-82.000000,-66.000000,-200.000000,-183.700000,-153.800000,-39.400000,-40.700000,-40.200000,-34.800000,-39.450000,-44.150000,-32.550000
5,-200.000000,-200.000000,-200.000000,-116.000000,-80.000000,-61.000000,-65.000000,-66.000000,-82.000000,-97.000000,-200.000000,-199.100000,-192.450000,-46.600000,-50.450000,-43.700000,-41.900000,-44.150000,-47.500000,-38.000000
6,-200.000000,-200.000000,-200.000000,-116.000000,-81.000000,-63.000000,-82.000000,-66.000000,-82.000000,-97.000000,-200.000000,-200.000000,-200.000000,-48.450000,-59.600000,-48.500000,-46.200000,-45.300000,-54.500000,-45.350000
7,-200.000000,-200.000000,-200.000000,-116.000000,-114.000000,-72.000000,-82.000000,-66.000000,-100.000000,-123.000000,-200.000000,-200.000000,-200.000000,-50.900000,-71.200000,-51.750000,-50.200000,-47.300000,-59.900000,-61.900000
8,-200.000000,-200.000000,-200.000000,-116.000000,-114.000000,-77.000000,-82.000000,-78.000000,-110.000000,-171.000000,-200.000000,-200.000000,-200.000000,-56.750000,-77.550000,-56.100000,-54.050000,-53.050000,-64.700000,-80.350000
9,-200.000000,-200.000000,-200.000000,-116.000000,-120.000000,-87.000000,-82.000000,-78.000000,-117.000000,-171.000000,-200.000000,-200.000000,-200.000000,-64.550000,-87.750000,-59.450000,-60.100000,-55.400000,-74.000000,-95.200000
10,-200.000000,-200.000000,-200.000000,-116.000000,-131.000000,-150.000000,-111.000000,-78.000000,-130.000000,-171.000000,-200.000000,-200.000000,-200.000000,-71.400000,-95.150000,-70.500000,-69.400000,-57.850000,-81.800000,-102.750000
11,-200.000000,-200.000000,-200.000000,-147.000000,-200.000000,-150.000000,-132.000000,-78.000000,-130.000000,-171.000000,-200.000000,-200.000000,-200.000000,-84.700000,-109.650000,-78.050000,-81.950000,-59.900000,-91.400000,-106.950000
12,-200.000000,-200.000000,-200.000000,-147.000000,-200.000000,-190.000000,-132.000000,-78.000000,-200.000000,-171.000000,-200.000000,-200.000000,-200.000000,-92.150000,-119.800000,-97.650000,-89.250000,-62.950000,-109.450000,-117.350000
13,-200.000000,-200.000000,-200.000000,-200.000000,-200.000000,-200.000000,-160.000000,-81.000000,-200.000000,-200.000000,-200.000000,-200.000000,-200.000000,-109.800000,-130.950000,-128.650000,-102.950000,-66.250000,-116.850000,-131.600000
14,-200.000000,-200.000000,-200.000000,-200.000000,-200.000000,-200.000000,-160.000000,-100.000000,-200.000000,-200.000000,-200.000000,-200.000000,-200.000000,-117.350000,-138.000000,-160.950000,-109.000000,-72.700000,-128.150000,-143.550000
